comment_id,status_id,parent_id,comment_message,comment_author,comment_published,comment_likes
10156316962108463_10156317407938463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:38:05,0
10156316962108463_10156317408003463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:38:06,0
10156316962108463_10156317408078463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:38:07,0
10156316962108463_10156317408188463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:38:10,0
10156316962108463_10156317408333463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:38:12,0
10156316962108463_10156317408538463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:38:16,0
10156316962108463_10156317408578463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:38:17,0
10156316962108463_10156317408633463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:38:19,0
10156316962108463_10156317408673463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:38:21,0
10156316962108463_10156317408753463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:38:22,0
